character,games,turns,first_actual_year,last_actual_year,community,top_partners
Ramyr,20,168,2008,2008,1,Dajemona (10); Asgard (5); Daerithas (5); Theon (5); Aranel (4); Ailin (4); Axia (3); Voltan (3); Loxis (3); Euridas (3); Skan (3); Desdemona (2); Ylerei (2); merlinho (2); Heremidas (2)
Rangal,4,38,2006,2006,5,Albus (2); Bartech (2); deargh (2); Federicis (2); Fibi (2); Helendil (2); Imhrien (2); Iversonn (2); Janas (2); Kishi (2); Silde (2); Tieryn (2); Tilla (2); Alcalime (1); Gond (1)
Raniero,1,3,2006,2006,6,Adhanedhel (1); Aleleres (1); Alisa (1); Ambry (1); Aouda (1); Ariel (1); Arthas (1); Arwin (1); Deving (1); Emelaine (1); Ervine (1); Galadriell (1); Ifrid (1); Jose (1); Kenny (1)
Ranthe,5,22,2008,2009,0,Jeko (2); Maximilian (2); Aisha (2); Clery (1); Drak (1); Bauster (1); Mhikal (1); Thorck (1); Dareh (1); Dareon (1); Geed (1); Theon (1)
Raptors,1,2,2006,2006,5,Alcalime (1); Baltor (1); Frade (1); Gilbert (1); Izayoi (1); Kishi (1); Naiiky (1); Trevor (1)
Rashal,1,2,2007,2007,2,Benjamin (1); Shaenlyr (1); Tremain (1); Wonderela (1)
Ratav,14,204,2006,2009,4,Loriel (5); Sealyan (5); Ellenroh (4); Andrex (4); Elina (4); Gudegar (4); Jas (4); Lizelin (4); Manadriel (4); Myrddinwyllt (4); Beatrix (3); Bill (3); Druelyn (3); Erol (3); Francis (3)
Ratawin,3,11,2009,2009,0,Malvenis (2); Tinuviel (1); Emile (1); Eventine (1); Lancel (1); Monfort (1); Nadir (1); Ramel (1); Tyrion (1)
Raul,1,11,2007,2007,2,Alerik (1); Bill (1); Buiacca (1); Elrik (1); Field (1); Isthar (1); Kruvenz (1); Lyath (1); Olivier (1)
Rauras,4,40,2007,2009,6,Christof (2); Haimerick (2); Thorin (2); Einar (2); Abel (1); Siulefh (1); Camadini (1); Inigo (1)
Rave,1,5,,,1,Nohel (1); Siska (1)
Raxiel,8,57,2007,2012,0,Andrey (5); Regan (5); Orione (3); Elimar (3); Katon (3); Kruvenz (3); Lionel (3); Lyzur (3); Shpawn (3); Zakk (3); Asgard (2); Eden (2); Eorinan (2); Hisphanico (2); Kolcas (2)
Rayleigh,3,24,2008,2008,2,Eris (3); Khael (3); Christof (2); Dazed (2); Elanoer (2); Field (2); Francislake (2); Goran (2); Ireth (2); Jeal (2); Lilithas (2); Mardok (2); Mogan (2); Ragetti (2); Tuco (2)
Raze,1,9,,,2,Arden (1); Damizza (1); Enrick (1); Galamir (1); Marneus (1); Nordus (1); Phemt (1); Predicatorecaos (1); Seyfer (1)
Razheem,1,4,2004,2004,8,Dennart (1); Drako (1); Edalet (1); Elric (1); Faragor (1); Kerberos (1)
Rebecca,1,2,2013,2013,0,Hashim (1); Laira (1); Lenian (1); Maximilian (1); merlinho (1)
Reblow,1,11,2004,2004,3,Blanko (1); Faelya (1); Isthar (1); Mendar (1); Mordrek (1); Onizuka (1); SonoNeroInferno (1); ThamiorLothain (1); Vahn (1)
Regan,6,38,2012,2012,0,Andrey (5); Raxiel (5); Orione (3); Elimar (3); Katon (3); Kruvenz (3); Lionel (3); Lyzur (3); Shpawn (3); Zakk (3); Carcinero (2); Loxis (2); Antarhak (2); Murzgaash (2); Relenan (2)
Reginald,3,25,2026,2026,3,Euridas (2); Mirodek (2); Dareh (1); Adema (1); Keleldur (1); Balinor (1); Vahn (1)
Rejan,1,6,2006,2006,2,Adon (1); alucard (1); Anarion (1); Artax (1); Bauster (1); Bortek (1); Christof (1); Desdemona (1); Dominique (1); Elwe (1); Enrick (1); Gwayne (1); Ishin (1); Jagor (1); Keleldur (1)
Rekon,1,11,2006,2006,0,Dominique (1)
Relenan,11,81,2012,2013,0,Andrey (5); Elimar (4); Katon (3); Lionel (3); Claymore (3); Antarhak (2); Kruvenz (2); Lyzur (2); Murzgaash (2); Raxiel (2); Regan (2); Shpawn (2); Zakk (2); Maximilian (2); Alyosha (2)
Renar,1,2,2006,2006,2,Adon (1); alucard (1); Anarion (1); Artax (1); Bauster (1); Bortek (1); Christof (1); Desdemona (1); Dominique (1); Elwe (1); Enrick (1); Gwayne (1); Ishin (1); Jagor (1); Keleldur (1)
Renier,1,5,2025,2025,3,Maseeri (1); ThamiorLothain (1); Vahn (1)
Renoldo,1,25,2004,2004,3,Blanko (1); Fek (1); Marshe (1); Oracle (1); Vahn (1); Zak (1)
Renton,1,6,2007,2007,1,Asgard (1); Drak (1); Ezequiel (1); merlinho (1); Voltan (1); Ylerei (1)
Rephexia,28,182,2009,2025,0,Elimar (7); Lenian (6); SiannaLeFair (6); Steel (5); Slythrott (5); Arioch (5); Demios (5); Euridas (5); Francislake (5); Kazuya (4); Keleldur (4); Khalux (4); Meredith (4); Ramel (3); Theon (3)
Rhaul,2,27,2008,2008,0,Credelia (1); Daerithas (1); Emile (1); Goran (1); Lancel (1); Tarik (1); Lares (1); Norman (1); Zanner (1)
Rhaziel,1,15,2009,2009,0,Elimar (1); Karilh (1)
Rhen,5,65,2006,2007,2,Enrick (4); Seyfer (3); Zarix (3); Marneus (2); Vholth (2); Bauster (1); Celine (1); Federicis (1); Moradin (1); Nicodemus (1); Volkag (1); Artax (1); Kered (1); Tiran (1); Sinmaril (1)
Rhoan,16,129,2003,2008,1,Alcalime (5); Aranel (5); merlinho (5); Arendhil (5); Loriel (4); Sealyan (4); Oltar (3); Thorek (3); Unicorn (3); Loxis (3); Tyrus (3); Rhyannor (3); Midhriel (2); Sifodias (2); Blancks (2)
Rhotgar,3,13,2006,2006,5,Cloud (2); Masonte (2); merlinho (2); Midhriel (2); Ares (1); Asmira (1); Icon (1); Janas (1); Langdal (1); Miroshi (1); Sintya (1)
Rhyannor,62,943,2003,2025,4,Vahn (10); Dehro (7); Edgewood (6); ThamiorLothain (6); Loriel (6); Euridas (6); merlinho (6); Malduin (5); Alexander (5); Ireth (5); Sealyan (5); Nyden (5); Maseeri (4); Midhriel (4); Unicorn (4)
Rhysnuk,1,14,2008,2008,1,Fortescue (1); Gurkhadash (1); Monfort (1); Thauron (1); Vrashnak (1)
Riana,2,14,2006,2006,1,Asgard (2); Gaart (2); Han (2); Lugan (2); Silvereth (2); Ylerei (2)
Rigardo,12,146,2006,2007,4,Loriel (7); Sealyan (5); Maraviglia (3); Thorek (3); Ellenroh (2); Fate (2); Khel (2); Oltar (2); Rhoan (2); Rhyannor (2); Tatoz (2); Tyrus (2); Unicorn (2); Isil (1); Elyanth (1)
Rihar,2,7,2007,2008,4,Soraya (2); Asia (1)
Rikja,2,28,2006,2008,3,Blancks (2); Lulu (2); Baltor (1); Evaq (1); Jacques (1); Joaquim (1); Leilai (1); merlinho (1); Moxeill (1); Nihel (1)
Rios,4,45,2007,2008,1,Shekinah (3); Aranel (2); Arendhil (1); merlinho (1); Primus (1); Rhoan (1); Tremain (1); Valll (1); Beren (1); Guy (1); Lendrin (1); Thanya (1); Ylerei (1); Sanderx (1); Tarik (1)
Risindal,2,15,2007,2007,1,Alcalime (2); Aranel (2); Dofa (2); Fefalas (2); Loxis (2); Marian (2); merlinho (2); Rhoan (2); Sebastian (2); Selein (2); Arendhil (1); Thanya (1); Vilihutas (1)
Riukkiu,10,83,2006,2006,5,merlinho (7); Baltor (5); Seriadel (4); Alcalime (4); Anakin (3); Arhamir (3); Arphenix (3); Elwing (3); Fibi (3); Fond (3); Janas (3); Langdal (3); Midhriel (3); Tersicore (3); Thantalas (3)
Riven,2,18,2008,2008,4,Isil (1); Lenian (1); Loriel (1); Jeko (1)
Rivka,16,147,2011,2025,3,Enrick (6); Demios (3); Adema (3); Francislake (3); Vahn (3); Keleldur (2); Lucretia (2); Alphonso (2); Denyel (2); Elyen (2); Moradin (2); Lenian (2); Frederick (2); merlinho (2); Euridas (2)
Robbert,3,27,2006,2006,5,Asmira (2); Blancks (2); Carmin (2); Christof (2); Ellenroh (2); Krauler (2); Ormys (2); Silvereth (2); Elrik (1); Field (1); Jeal (1); Lyath (1); Maseeri (1); ThamiorLothain (1)
Roberick,2,8,2013,2013,0,Izayoi (2); Delios (1); Elimar (1)
Robert,1,3,2007,2007,4,Alsen (1); Daga (1); Drusius (1); Elestil (1); Erylit (1); Ethamos (1); Guineth (1); Loras (1); Minas (1); Nicole (1); Rhyannor (1); Sehmai (1); Seth (1); Sholtz (1); Thiresh (1)
Rodan,3,10,2008,2008,0,Monfort (2); Amlaric (1); Catlyn (1); Lancel (1)
Rodney,4,11,2006,2006,5,Alcalime (4); merlinho (4); Ascaron (3); Baltor (3); Bardock (3); Bleid (3); Dragnef (3); Elettra (3); Ermengarda (3); Frade (3); Matteinus (3); Naiiky (3); Paine (3); Riukkiu (3); Sanjae (3)
Roger,1,4,2008,2008,1,Dajemona (1); Kered (1); Ylerei (1)
Roitare,6,52,2020,2025,0,Elimar (3); Rugh (3); Vosthyl (3); Lyath (2); Arioch (2); Elanoer (2); Zhugord (2); Herick (1); Malll (1); Alphonso (1); Rivka (1); Lenian (1); Lucretia (1); Rephexia (1); Ariel (1)
Romanius,2,2,2006,2006,5,Bohann (2); Cardias (2); Icon (2); Ismael (2); Janas (2); Krauser (2); Langdal (2); Lunin (2); Lyron (2); Orghan (2); Vilhelm (2); Xanathonum (2)
Rosek,3,31,2007,2007,3,Elanoer (2); Nyden (2); Suey (2); Ducan (1); Euridas (1); Jan (1); merlinho (1); Shimal (1); Steel (1); Tremain (1); Wiliand (1)
Rost,5,27,2007,2007,1,Loxis (2); Alcalime (1); Krusc (1); merlinho (1); Ninksi (1); Ambra (1); Blancks (1); Emyride (1); Eriador (1); Ferarius (1); Nightbreeze (1); Rhoan (1); Sahra (1); Ago (1); Arkhemos (1)
Roswald,2,6,2006,2006,5,Baltor (2); Bohann (2); Christel (2); Danch (2); Iversonn (2); Leonhart (2); Rhyannor (2); Riukkiu (2)
Roun,1,7,2009,2009,11,Enryn (1)
Rua,1,1,2012,2012,0,Aamon (1); Abela (1); Alexander (1); Andrey (1); Arendhil (1); Hyreen (1); Orione (1); Raxiel (1)
Rubesha,4,14,2008,2008,2,Arioch (4); Ithilden (4); Jacques (4); Seyfer (4)
Rubyen,1,16,2014,2014,0,Kadrin (1); Katon (1)
Rugh,7,68,2014,2025,0,Elimar (6); Ariel (3); Arioch (3); Zhugord (3); Roitare (3); Vosthyl (3); Arphenix (2); Elanoer (2); Amande (1); Cioccholatee (1); Elladan (1); Essedil (1); Malll (1); Zoltarion (1); Almandine (1)
Rumiko,3,17,2004,2007,1,Aranel (2); Valll (2); Dakkon (1); Sharzog (1); Vahn (1); Benares (1); Elanoer (1); Rhyannor (1); Sanderx (1); Shekinah (1); Lendrin (1)
Rurik,4,39,2004,2007,4,Malduin (3); Midhriel (3); Alastor (2); Ayla (2); Conner (2); Edgewood (2); Eorinan (2); Gween (2); Keylan (2); Loki (2); Maseeri (2); Morganas (2); Rhyannor (2); Soraya (2); Vahn (2)
Ryan,2,32,2008,2008,1,Shimal (2)
Ryoner,2,6,2006,2008,2,Arentor (1); Kadajong (1); Nordus (1); Seyfer (1); Ghassan (1); Lyzur (1); Monfort (1)
Ryost,1,12,2008,2008,2,Goliath (1)
Saarhen,5,18,2007,2007,5,merlinho (3); Iphigenia (3); Andrex (2); Edmund (2); Loxis (2); Lukas (2); Midhriel (2); Tinuviel (2); Gaizen (2); Helen (2); Andres (2); Ninksi (2); Clery (1); Elina (1); Galdar (1)
Sahra,1,11,2007,2007,1,Ambra (1); Blancks (1); Emyride (1); Eriador (1); Ferarius (1); Nightbreeze (1); Rhoan (1); Rost (1)
Saipher,2,23,2005,2005,4,Celebi (2); Ireth (2); Rhyannor (2); Alexander (1); Dercatur (1); Ethamos (1); Fortum (1); Gopher (1); Han (1); Levesque (1); Loriel (1); Manilius (1); Sealyan (1); Seth (1); Teclis (1)
Salazar,3,21,2007,2025,1,Ailin (1); Alcalime (1); Aranel (1); Balthazar (1); Dvalin (1); Kiol (1); Lecsus (1); Lizelin (1); merlinho (1); Seja (1); Taurles (1); Vanilor (1); Elvaan (1); Arioch (1); Euridas (1)
Salech,1,10,2009,2009,4,Baalial (1); Field (1); Keleldur (1); Ratav (1)
Salix,1,1,,,2,Loto (1); Phemt (1)
Samiel,4,32,2008,2008,2,Francislake (4); Mirael (2); Alastorm (2); Keleldur (2); Mardok (2); Thomas (2); Tuco (2); Vein (2); Zahet (2); Malvenis (1); Phemt (1); Elanoer (1); Mogan (1)
Samus,1,5,2006,2006,6,Adhanedhel (1); Aleleres (1); Alisa (1); Ambry (1); Aouda (1); Ariel (1); Arthas (1); Arwin (1); Deving (1); Emelaine (1); Ervine (1); Galadriell (1); Ifrid (1); Jose (1); Kenny (1)
Sanderx,4,30,2007,2008,1,Aranel (3); Argoth (2); Shekinah (2); Anne (1); Emelaine (1); Likos (1); Tieryn (1); Alcalime (1); Arendhil (1); Arija (1); Ertai (1); Lendrin (1); Rhoan (1); Suey (1); Xella (1)
Sandrus,1,1,2008,2008,1,Brek (1); Dajemona (1); Francis (1); Heremidas (1); Keric (1); Nordus (1); Sifodias (1); Voltan (1); Ylerei (1)
Sanjae,3,16,2006,2006,5,Alcalime (3); Ascaron (3); Baltor (3); Bardock (3); Bleid (3); Dragnef (3); Elettra (3); Ermengarda (3); Frade (3); Matteinus (3); merlinho (3); Naiiky (3); Paine (3); Riukkiu (3); Rodney (3)
Sapheli,2,23,2005,2005,3,Pannha (2); Vahn (2); Raghal (1); ThamiorLothain (1); Jasmine (1)
Sapna,1,5,2007,2007,1,Ailin (1); Alcalime (1); Ambalar (1); Aranel (1); Elyador (1); Geafried (1); Tyrell (1); Yvaine (1)
Sauzher,1,1,2005,2005,4,Anya (1); Maseeri (1); Mynoth (1); Rhyannor (1); Vahn (1)
Saval,5,30,2007,2008,1,Axia (5); Loto (4); Fortescue (3); Bauster (3); Phemt (2); Sehmeola (2); Keren (2); Keric (2); Afnor (1); Ago (1); Elisil (1); Mankok (1); Subber (1); Emile (1); Juliette (1)
Saykon,3,52,2004,2004,4,Alsen (3); Anarion (3); Arwiel (3); Asgard (3); Cleryon (3); deargh (3); Hamild (3); Ireth (3); Kahzar (3); Krimgor (3); Loki (3); Loriel (3); merlinho (3); Midhriel (3); Teclis (3)
Sbrok,3,15,2004,2004,4,Alsen (3); Anarion (3); Arwiel (3); Asgard (3); Cleryon (3); deargh (3); Hamild (3); Kahzar (3); Krimgor (3); Loriel (3); merlinho (3); Midhriel (3); Teclis (3); Tyreal (3); Unicorn (3)
Sealyan,41,463,2003,2008,4,Loriel (27); Kahzar (9); Oltar (7); Unicorn (6); Teclis (6); Malduin (6); Midhriel (5); Rhyannor (5); Morganas (5); Ellenroh (5); Ratav (5); Rigardo (5); Miroth (4); Rhoan (4); Thorek (4)
SealyanE,1,1,,,4,Loriel (1); Nyden (1); Sealyan (1); Teclis (1)
Sebastian,5,63,2007,2007,1,Loxis (3); merlinho (3); Alcalime (2); Aranel (2); Dofa (2); Fefalas (2); Marian (2); Rhoan (2); Risindal (2); Selein (2); Mari (1); Ninksi (1); Lizelin (1); Ordnassela (1); Rost (1)
Sebastianii,1,3,2007,2007,2,Amlaric (1); Anarion (1); Catlyn (1); Euridas (1); Jan (1); Kazuya (1); Maximilian (1)
Sebastien,3,40,2007,2008,2,Eufrasia (2); Keleldur (2); Nyden (2); Stige (2); Tremain (2); Anthony (1); Euridas (1); Hatlach (1); Irdon (1); Ireth (1); Lilithas (1); Melwen (1); Uranos (1)
Sedrick,1,8,2008,2008,1,Dhac (1); Lyzur (1); Makarius (1)
Sehmai,1,5,2007,2007,4,Alsen (1); Daga (1); Drusius (1); Elestil (1); Erylit (1); Ethamos (1); Guineth (1); Loras (1); Minas (1); Nicole (1); Rhyannor (1); Robert (1); Seth (1); Sholtz (1); Thiresh (1)
Sehmeola,4,32,2007,2008,1,Axia (2); Fortescue (2); Loto (2); Saval (2); Bauster (2); Nicodemus (2); Tibor (2); Afnor (1); Ago (1); Elisil (1); Mankok (1); Phemt (1); Subber (1); Daerithas (1); Enrick (1)
Seja,6,48,2007,2008,1,merlinho (5); Haldir (3); Skan (3); Voltan (3); Aranel (2); kan (1); Nuemor (1); Shimal (1); Ailin (1); Alcalime (1); Balthazar (1); Dvalin (1); Kiol (1); Lecsus (1); Lizelin (1)
Sekmeth,9,125,2004,2010,4,Stige (4); Francislake (3); Algen (2); charis (2); Cloud (2); DarkEyes (2); Dehro (2); Esgaloth (2); Eshtar (2); Loriel (2); Pannha (2); Rhyannor (2); Sultha (2); Thanatos (2); Yaran (2)
selby,1,24,2004,2004,3,Arack (1); Felicia (1); Telperion (1); Vahn (1)
Selein,3,26,2007,2007,1,Alcalime (2); Aranel (2); Dofa (2); Fefalas (2); Loxis (2); Marian (2); merlinho (2); Rhoan (2); Risindal (2); Sebastian (2); Adema (1); Euridas (1); Francislake (1); Manadriel (1); Mirael (1)
Selen,3,37,2008,2008,1,Nohel (3); Artemidia (2); Alucadde (1); Likos (1); merlinho (1); Mossflower (1); Oigamed (1); Shimal (1); Tibor (1); Danek (1); Loxis (1); Valll (1)
Seleredril,1,4,2008,2008,1,Blancks (1); Dajemona (1); Elsah (1); Growyn (1); Silvereth (1)
Selorfing,1,1,2007,2007,1,Ailin (1); Aranel (1); Asmira (1); Lukas (1); merlinho (1); Mossflower (1); Tieryn (1); Xerex (1)
Sender,1,11,2026,2026,3,Vahn (1)
Senuz,1,3,2006,2006,5,Alcalime (1); Bluetue (1); Bohann (1); Carmin (1); Damizza (1); Etirus (1); Helendil (1); Icon (1); Iversonn (1); Kihrya (1); Krauser (1); Marl (1); Sifodias (1); Zandak (1)
Sephirot,1,3,2007,2007,5,Anadyr (1); Andrej (1); Anduriel (1); Arkaon (1); Christabel (1); Dofa (1); Heleg (1); Laksmi (1); Layla (1); Nahim (1); Niniel (1); Ninksi (1); Odmir (1); Shinnok (1); Simshon (1)
Serathvalmor,1,1,2025,2025,3,Akuma (1); Ariel (1); Keleldur (1); Lilium (1); Maseeri (1)
Seriadel,5,19,2006,2007,5,Riukkiu (4); Alcalime (3); Ascaron (3); Baltor (3); Bardock (3); Bleid (3); Dragnef (3); Elettra (3); Ermengarda (3); Frade (3); Matteinus (3); merlinho (3); Naiiky (3); Paine (3); Rodney (3)
Serpenera,1,1,2004,2004,3,Adua (1); Isthar (1); Vahn (1)
Sertos,2,3,2006,2007,4,Loki (2); Francislake (1); Squal (1); Haldir (1); Kanon (1); Krellem (1); Oltar (1); Tiran (1); Vosthyl (1)
Serventis,3,21,2008,2008,2,Euridas (3); Rhyannor (2); Ireth (1); Laiho (1); Irdon (1); Krulak (1); Sinmaril (1)
Seth,7,41,2005,2007,2,Arentor (4); Ellendal (3); Galamir (3); Ghilbli (3); Goliath (3); Gwayne (3); Maraviglia (3); Ethamos (2); Rhyannor (2); Areion (2); Czarick (2); Gawyn (2); Morpheus (2); Seyfer (2); Tyrion (2)
Seyfer,21,164,2006,2012,2,Arioch (6); Enrick (5); Arentor (4); Tyrion (4); Galamir (4); Ithilden (4); Jacques (4); Rubesha (4); Nordus (3); Marneus (3); Rhen (3); Zarix (3); Goliath (3); Lyzur (3); Ghilbli (3)
Shaduz,1,1,2007,2007,5,Edmund (1); Ellenroh (1); Fate (1); Iphigenia (1); Kairi (1); Loxis (1); Midhriel (1); Myrddinwyllt (1); Saarhen (1); Tatoz (1)
Shaenlyr,7,73,2005,2008,3,Anthony (4); Alerik (3); Melisandre (3); Vahn (3); Mirael (3); Maseeri (2); Francislake (2); Isabelle (2); Isthar (2); Caidath (1); Corwin (1); Sultha (1); Belfaol (1); Enrick (1); Keylan (1)
Shaliah,3,19,2009,2009,0,Jun (3)
Shalilah,1,17,2004,2004,3,Akan (1); Ascher (1); Brewar (1); Fanari (1); FortuneShadow (1); Isthar (1); NajibBenAdil (1); Rajid (1); Sharzog (1); ThamiorLothain (1); Vahn (1)
Shana,6,91,2004,2005,3,Vahn (6); Corwin (3); Melisandre (3); ThamiorLothain (3); Onizuka (2); Mirael (2); Tordek (2); Alerik (1); Isthar (1); Maseeri (1); Tyrek (1); Faelya (1); Lillith (1); alucard (1); Gween (1)
Shania,1,12,2007,2007,5,Andres (1); Iphigenia (1); Ninksi (1); Saarhen (1); Sigmund (1)
Shankara,2,9,2008,2008,2,Goliath (2); Vanred (2)
Sharzog,2,30,2004,2004,3,Vahn (2); Akan (1); Ascher (1); Brewar (1); Fanari (1); FortuneShadow (1); Isthar (1); NajibBenAdil (1); Rajid (1); Shalilah (1); ThamiorLothain (1); Dakkon (1); Rumiko (1)
Shawl,1,4,2014,2014,3,Arioch (1); Arphenix (1); Catlyne (1); Francislake (1)
Shayla,1,2,2008,2008,1,Ailin (1); Aranel (1); Brandax (1); Cloud (1); Malwin (1); merlinho (1); Simon (1); Siska (1); Skan (1)
Sheena,1,12,2006,2006,6,Aouda (1); Ariel (1); Arphenix (1); Arwin (1); Caila (1); Cortex (1); Daine (1); Dileandro (1); Elingard (1); Emelaine (1); Ervine (1); Faolin (1); Ferarius (1); Gatsu (1); Lynzi (1)
Shekinah,6,70,2007,2008,1,Rios (3); Tarik (3); Aranel (2); Sanderx (2); Valll (2); merlinho (2); Benares (1); Elanoer (1); Rhyannor (1); Rumiko (1); Arendhil (1); Primus (1); Rhoan (1); Tremain (1); Euridas (1)
Shih,1,9,2005,2005,2,Nitharil (1); Zanner (1)
Shimal,25,282,2006,2009,1,merlinho (12); Morganas (5); Valen (4); Ariel (3); Kihrya (3); Midhriel (3); Fefalas (2); Jedhal (2); Farfa (2); Kerixon (2); Kahzar (2); Ismael (2); Euridas (2); Tremain (2); Ylerei (2)
Shinnok,1,8,2007,2007,5,Anadyr (1); Andrej (1); Anduriel (1); Arkaon (1); Christabel (1); Dofa (1); Heleg (1); Laksmi (1); Layla (1); Nahim (1); Niniel (1); Ninksi (1); Odmir (1); Sephirot (1); Simshon (1)
Sholtz,1,14,2007,2007,4,Alsen (1); Daga (1); Drusius (1); Elestil (1); Erylit (1); Ethamos (1); Guineth (1); Loras (1); Minas (1); Nicole (1); Rhyannor (1); Robert (1); Sehmai (1); Seth (1); Thiresh (1)
Shouzo,2,21,2004,2005,4,Vahn (1); Alastor (1); Alexander (1); Allie (1); Ascot (1); Baal (1); Helena (1); Igrey (1); Ireth (1); Kandar (1); Keylan (1); Lance (1); Lantys (1); Lenara (1); Mirodek (1)
Shpawn,4,30,2012,2012,0,Kruvenz (4); Lyzur (4); Zakk (4); Murzgaash (3); Andrey (3); Elimar (3); Katon (3); Lionel (3); Raxiel (3); Regan (3); Antarhak (2); Relenan (2); Arkham (1); Gnareor (1); Thorck (1)
Shyen,1,4,2019,2019,3,Jarl (1); Maseeri (1); Mekylius (1); Thena (1); Vahn (1)
Shyonia,3,29,2025,2025,3,Vahn (2); Elvaan (2); Akuma (1); Carcinero (1); Lulu (1); Maseeri (1); ThamiorLothain (1); Dargh (1); Rhyannor (1); Arphenix (1); Bill (1); Francislake (1); Sylvimar (1)
SiannaLeFair,32,247,2004,2026,0,Euridas (14); Urwen (9); Francislake (8); Rephexia (6); Dareh (5); Arioch (5); Mihawk (5); Izayoi (5); Vahn (5); Lenian (4); Elimar (4); Khalux (4); Meredith (4); Adema (4); Ariel (4)
Sibir,6,40,2013,2013,0,Elyen (6); Khalux (4); Mynoth (4); Erebo (3); Laurens (2); Morpheus (2); Nyden (2); Lionel (2); Thalion (2); Thorren (2); Claymore (2); Cyru (2); Garral (2); Katon (2); merlinho (2)
Siderius,3,18,2008,2008,1,Ailin (1); Hennet (1); Jacques (1); Jarel (1); Kirdest (1); Loxis (1); Arioch (1); May (1)
Sieghart,1,7,2009,2009,0,Niham (1); Uragalth (1); Yecoh (1)
Sifodias,20,233,2003,2008,5,Elyanth (10); Loriel (5); Sealyan (3); Mirael (3); Carmin (3); Ylerei (3); Euridas (3); Manadriel (2); Midhriel (2); Miroth (2); Oltar (2); Rhoan (2); Ellenroh (2); Fate (2); Loxis (2)
Sigmund,1,1,2007,2007,5,Andres (1); Iphigenia (1); Ninksi (1); Saarhen (1); Shania (1)
Sikorax,4,45,2006,2008,2,Artax (3); Enrick (2); Nyden (2); Zanner (2); Anarion (2); Gwayne (2); Dadox (2); Maximilian (2); Arioch (1); Cornelius (1); Quetzacoatl (1); Rhyannor (1); Vintze (1); Adon (1); alucard (1)
Silan,1,1,2004,2004,3,Synwan (1); Vahn (1); Wilhelmir (1)
Silde,3,20,2006,2006,5,Albus (2); Bartech (2); deargh (2); Federicis (2); Fibi (2); Helendil (2); Imhrien (2); Iversonn (2); Janas (2); Kishi (2); Rangal (2); Tieryn (2); Tilla (2); Alcalime (1); Aslan (1)
Silmarien,2,18,2004,2004,4,Aglae (2); Aneesha (2); charis (2); Danyfer (2); Esgaloth (2); Ester (2); Finarfin (2); Istar (2); Lucrezia (2); Mynoth (2); Ylerei (2)
Silmaril,1,2,,,4,Anarion (1); Ayla (1); Bhrama (1); Celebi (1); Cloud (1); Dehro (1); Dibbe (1); Eithel (1); Eorinan (1); Frazelhar (1); Ireth (1); Jolrael (1); Kahzar (1); Khazard (1); Lucrezia (1)
Silton,2,8,2007,2007,1,merlinho (2); Baltor (1); Garret (1); Gerith (1); Loxis (1); Venceslao (1); Tersicore (1)
Silvereth,26,364,2005,2008,1,Ylerei (13); Asgard (8); Blancks (7); Desdemona (6); Gaart (5); Han (3); Carmin (3); merlinho (3); Elyanth (3); Daerithas (3); Keric (3); Voltan (3); Rhyannor (2); Lugan (2); Riana (2)
Sime,1,12,2007,2007,5,Andrej (1); Bea (1); Callisto (1); Krusc (1); Ninksi (1)
Simon,3,27,2008,2008,1,Ailin (2); Aranel (2); merlinho (2); Siska (2); Skan (2); Brandax (1); Cloud (1); Malwin (1); Shayla (1); Melwen (1); Wonderela (1); Alcalime (1); Bardor (1); Edwar (1); Hennet (1)
Simshon,1,2,2007,2007,5,Anadyr (1); Andrej (1); Anduriel (1); Arkaon (1); Christabel (1); Dofa (1); Heleg (1); Laksmi (1); Layla (1); Nahim (1); Niniel (1); Ninksi (1); Odmir (1); Sephirot (1); Shinnok (1)
Sin,2,32,2005,2006,2,Keleldur (2); Jena (1); Sultha (1); Vernelia (1); Adon (1); alucard (1); Anarion (1); Artax (1); Bauster (1); Bortek (1); Christof (1); Desdemona (1); Dominique (1); Elwe (1); Enrick (1)
Sinmaril,15,238,2006,2008,2,Euridas (7); Ireth (3); Dajemona (3); Adema (3); Khael (3); Silvereth (2); Riukkiu (1); Seriadel (1); Arhamir (1); Desdemona (1); Emyride (1); Kaine (1); Asgard (1); Balmack (1); Blancks (1)
Sintya,1,18,2006,2006,5,Ares (1); Asmira (1); Icon (1); Janas (1); Langdal (1); Miroshi (1); Rhotgar (1)
Sirious,1,6,2007,2007,5,Alcalime (1); Andres (1); Arkronis (1); Gaizen (1); Helen (1); Iphigenia (1); merlinho (1); Necangel (1); Ninksi (1); Saarhen (1); Seyfer (1); Vangum (1)
Siska,6,79,2008,2008,1,Skan (4); Aranel (3); merlinho (3); Ailin (2); Cloud (2); Simon (2); Hennet (2); Brandax (1); Malwin (1); Shayla (1); Melwen (1); Wonderela (1); Abbo (1); Alcalime (1); Alexander (1)
Sismor,3,9,2004,2007,4,Ariendehel (3); Cloud (3); Ella (3); Gween (3); Keleldur (3); Kelen (3); Loki (3); Malduin (3); Wiliand (3); Xebox (3)
Siulefh,5,18,2007,2009,1,Alcalime (2); Arioch (2); Dajemona (2); Vhelia (2); Abel (1); Christof (1); Haimerick (1); Rauras (1); Thorin (1); Alerik (1); Danek (1); Lilithas (1); Mogan (1); Fanocle (1); Jeal (1)
Siverius,1,2,2008,2008,2,Izayoi (1); Soidoc (1)
